datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2021 5:00:00 AM,1/1/2021 12:00:00 AM,SERC,SOUTH,DOM,DOM,10826.969,True
1/1/2021 6:00:00 AM,1/1/2021 1:00:00 AM,SERC,SOUTH,DOM,DOM,10667.536,True
1/1/2021 7:00:00 AM,1/1/2021 2:00:00 AM,SERC,SOUTH,DOM,DOM,10599.588,True
1/1/2021 8:00:00 AM,1/1/2021 3:00:00 AM,SERC,SOUTH,DOM,DOM,10637.910,True
1/1/2021 9:00:00 AM,1/1/2021 4:00:00 AM,SERC,SOUTH,DOM,DOM,10761.481,True
1/1/2021 10:00:00 AM,1/1/2021 5:00:00 AM,SERC,SOUTH,DOM,DOM,11152.823,True
1/1/2021 11:00:00 AM,1/1/2021 6:00:00 AM,SERC,SOUTH,DOM,DOM,11490.078,True
1/1/2021 12:00:00 PM,1/1/2021 7:00:00 AM,SERC,SOUTH,DOM,DOM,11796.694,True
1/1/2021 1:00:00 PM,1/1/2021 8:00:00 AM,SERC,SOUTH,DOM,DOM,12050.234,True
1/1/2021 2:00:00 PM,1/1/2021 9:00:00 AM,SERC,SOUTH,DOM,DOM,12381.672,True
1/1/2021 3:00:00 PM,1/1/2021 10:00:00 AM,SERC,SOUTH,DOM,DOM,12695.782,True
1/1/2021 4:00:00 PM,1/1/2021 11:00:00 AM,SERC,SOUTH,DOM,DOM,12902.704,True
1/1/2021 5:00:00 PM,1/1/2021 12:00:00 PM,SERC,SOUTH,DOM,DOM,13004.914,True
1/1/2021 6:00:00 PM,1/1/2021 1:00:00 PM,SERC,SOUTH,DOM,DOM,13072.761,True
1/1/2021 7:00:00 PM,1/1/2021 2:00:00 PM,SERC,SOUTH,DOM,DOM,13094.490,True
1/1/2021 8:00:00 PM,1/1/2021 3:00:00 PM,SERC,SOUTH,DOM,DOM,13284.231,True
1/1/2021 9:00:00 PM,1/1/2021 4:00:00 PM,SERC,SOUTH,DOM,DOM,13626.936,True
1/1/2021 10:00:00 PM,1/1/2021 5:00:00 PM,SERC,SOUTH,DOM,DOM,14031.281,True
1/1/2021 11:00:00 PM,1/1/2021 6:00:00 PM,SERC,SOUTH,DOM,DOM,13827.389,True
1/2/2021 12:00:00 AM,1/1/2021 7:00:00 PM,SERC,SOUTH,DOM,DOM,13528.778,True
1/2/2021 1:00:00 AM,1/1/2021 8:00:00 PM,SERC,SOUTH,DOM,DOM,13298.323,True
1/2/2021 2:00:00 AM,1/1/2021 9:00:00 PM,SERC,SOUTH,DOM,DOM,12979.591,True
1/2/2021 3:00:00 AM,1/1/2021 10:00:00 PM,SERC,SOUTH,DOM,DOM,12463.907,True
1/2/2021 4:00:00 AM,1/1/2021 11:00:00 PM,SERC,SOUTH,DOM,DOM,11938.952,True
1/2/2021 5:00:00 AM,1/2/2021 12:00:00 AM,SERC,SOUTH,DOM,DOM,11549.605,True
1/2/2021 6:00:00 AM,1/2/2021 1:00:00 AM,SERC,SOUTH,DOM,DOM,11224.573,True
1/2/2021 7:00:00 AM,1/2/2021 2:00:00 AM,SERC,SOUTH,DOM,DOM,11036.816,True
